code,1m,3m,6m,12m
000370,-2.4242424242424288,-30.75268817204301,18.600368324125238,62.42118537200505
000390,-23.809523809523814,-26.002055498458375,24.567474048442904,19.800332778702167
000400,2.392344497607657,-15.24752475247525,18.4939091915836,27.002967359050455
000430,9.815242494226318,13.75598086124401,23.34630350194553,23.5064935064935
000440,-19.999999999999996,-16.666666666666664,5.853051058530512,27.245508982035926
000480,-5.268389662027828,-4.604604604604601,-2.0554984583761593,-8.541266794625724
000490,-12.854251012145745,-24.34094903339191,-7.717041800643088,-17.13185755534168
000500,63.549160671462836,279.3103448275862,364.5776566757493,465.50580431177445
000520,-21.101871101871104,-32.772364924712136,-24.40239043824701,-38.54251012145748
000540,-18.86160714285714,-36.892361111111114,-5.46163849154746,6.28654970760234
000545,-7.725321888412018,-32.17665615141956,-8.380681818181824,-35.5
000590,-2.5348542458808576,-12.41457858769932,-0.5174644243208237,3.0831099195710365
000640,-7.098765432098764,-23.279524214103652,-16.15598885793872,-9.51903807615231
000650,-1.9417475728155331,-28.36879432624113,444.47439353099736,405.6320400500626
000660,86.85714285714286,141.20126448893572,277.7227722772277,1099.685534591195
000670,-23.781388478581977,-15.96091205211726,-10.416666666666663,40.02713704206242
000680,-5.952380952380953,-1.5235457063711877,6.756756756756754,2.449567723342949
000700,-14.239999999999997,-17.791411042944784,-4.114490161001793,-1.1070110701106972
000720,-19.384264538198405,10.210444271239293,121.28325508607199,228.83720930232556
000725,-22.091503267973856,-15.340909090909093,14.176245210727977,13.523809523809515
000760,-9.353421217827995,-13.739545997610513,19.043693322341305,34.32558139534885
